customer_number,household_size,quarter,amount
13491,5,"Q2 Balance",1347
13492,6,"Q2 Balance",1175
13493,4,"Q2 Balance",1315
13494,5,"Q2 Balance",433
13495,4,"Q2 Balance",37
13496,4,"Q2 Balance",1230
13497,5,"Q2 Balance",319
13498,6,"Q2 Balance",1278
13499,5,"Q2 Balance",478
13500,3,"Q2 Balance",1516
13501,3,"Q2 Balance",1578
13502,3,"Q2 Balance",1270
13503,4,"Q2 Balance",880
13504,5,"Q2 Balance",342
13505,3,"Q2 Balance",1092
13506,3,"Q2 Balance",274
13507,4,"Q2 Balance",741
13508,4,"Q2 Balance",1248
13509,2,"Q2 Balance",1424
13510,2,"Q2 Balance",1434
13511,5,"Q2 Balance",591
13512,2,"Q2 Balance",780
13513,2,"Q2 Balance",1481
13514,2,"Q2 Balance",1011
13515,2,"Q2 Balance",801
13516,2,"Q2 Balance",1776
13517,5,"Q2 Balance",250
13518,1,"Q2 Balance",983
13519,5,"Q2 Balance",1410
13520,3,"Q2 Balance",1433
13521,5,"Q2 Balance",1518
13522,2,"Q2 Balance",1048
13523,3,"Q2 Balance",1549
13524,5,"Q2 Balance",1340
13525,3,"Q2 Balance",738
13526,5,"Q2 Balance",967
13527,4,"Q2 Balance",1853
13528,5,"Q2 Balance",305
13529,4,"Q2 Balance",788
13530,2,"Q2 Balance",1302
13531,3,"Q2 Balance",820
13532,3,"Q2 Balance",1302
13533,2,"Q2 Balance",1125
13534,6,"Q2 Balance",1130
13535,3,"Q2 Balance",920
13536,2,"Q2 Balance",981
13537,1,"Q2 Balance",1237
13538,2,"Q2 Balance",600
13539,2,"Q2 Balance",1229
13540,3,"Q2 Balance",1312
13541,5,"Q2 Balance",441
13542,3,"Q2 Balance",973
13543,3,"Q2 Balance",259
13544,3,"Q2 Balance",648
13545,3,"Q2 Balance",1591
13546,2,"Q2 Balance",662
13547,4,"Q2 Balance",1434
13548,5,"Q2 Balance",436
13549,4,"Q2 Balance",1560
13550,3,"Q2 Balance",1138
13551,4,"Q2 Balance",790
13552,3,"Q2 Balance",1031
13553,4,"Q2 Balance",1210
13554,4,"Q2 Balance",1214
13555,2,"Q2 Balance",569
13556,3,"Q2 Balance",1020
13557,4,"Q2 Balance",1466
13558,5,"Q2 Balance",500
13559,3,"Q2 Balance",1388
13560,2,"Q2 Balance",1713
13561,5,"Q2 Balance",1303
13562,3,"Q2 Balance",1185
13563,4,"Q2 Balance",797
13564,4,"Q2 Balance",1032
13565,3,"Q2 Balance",743
13566,3,"Q2 Balance",1334
13567,3,"Q2 Balance",1567
13568,4,"Q2 Balance",979
13569,2,"Q2 Balance",189
13570,2,"Q2 Balance",886
13571,2,"Q2 Balance",1755
13572,4,"Q2 Balance",925
13573,3,"Q2 Balance",1570
13574,4,"Q2 Balance",1344
13575,3,"Q2 Balance",357
13576,3,"Q2 Balance",1435
13577,4,"Q2 Balance",901
13578,3,"Q2 Balance",1954
13579,3,"Q2 Balance",1618
13580,3,"Q2 Balance",470
13581,4,"Q2 Balance",1410
13582,3,"Q2 Balance",702
13583,1,"Q2 Balance",262
13584,3,"Q2 Balance",606
13585,2,"Q2 Balance",1119
13586,3,"Q2 Balance",1289
13587,3,"Q2 Balance",934
13588,5,"Q2 Balance",1060
13589,4,"Q2 Balance",1570
13590,4,"Q2 Balance",458
13591,4,"Q2 Balance",871
13592,4,"Q2 Balance",1552
13593,4,"Q2 Balance",955
13594,2,"Q2 Balance",995
13595,5,"Q2 Balance",647
13596,5,"Q2 Balance",83
13597,5,"Q2 Balance",864
13598,3,"Q2 Balance",1487
13599,4,"Q2 Balance",142
13600,4,"Q2 Balance",1350
13601,4,"Q2 Balance",1305
13602,4,"Q2 Balance",1425
13603,5,"Q2 Balance",1422
13604,6,"Q2 Balance",1109
13605,4,"Q2 Balance",1704
13606,4,"Q2 Balance",430
13607,2,"Q2 Balance",1094
13608,4,"Q2 Balance",959
13609,5,"Q2 Balance",1329
13610,3,"Q2 Balance",1023
13611,4,"Q2 Balance",506
13612,5,"Q2 Balance",1453
13613,5,"Q2 Balance",1782
13614,3,"Q2 Balance",1270
13615,3,"Q2 Balance",1046
13616,4,"Q2 Balance",847
13617,5,"Q2 Balance",491
13618,3,"Q2 Balance",1440
13619,5,"Q2 Balance",1308
13620,4,"Q2 Balance",1218
13621,4,"Q2 Balance",193
13622,4,"Q2 Balance",844
13623,2,"Q2 Balance",1754
13624,4,"Q2 Balance",1157
13625,2,"Q2 Balance",1032
13626,4,"Q2 Balance",766
13627,3,"Q2 Balance",737
13628,5,"Q2 Balance",1640
13629,3,"Q2 Balance",1176
13630,4,"Q2 Balance",450
13631,3,"Q2 Balance",274
13632,4,"Q2 Balance",849
13633,3,"Q2 Balance",1864
13634,5,"Q2 Balance",1022
13635,3,"Q2 Balance",1316
13636,4,"Q2 Balance",1251
13637,3,"Q2 Balance",1127
13638,4,"Q2 Balance",1009
13639,2,"Q2 Balance",1747
13640,3,"Q2 Balance",995
13641,4,"Q2 Balance",637
13642,4,"Q2 Balance",1344
13643,3,"Q2 Balance",1344
13644,3,"Q2 Balance",1390
13645,3,"Q2 Balance",1060
13646,3,"Q2 Balance",808
13647,3,"Q2 Balance",830
13648,2,"Q2 Balance",1621
13649,2,"Q2 Balance",444
13650,3,"Q2 Balance",990
13651,3,"Q2 Balance",1551
13652,2,"Q2 Balance",610
13653,1,"Q2 Balance",795
13654,2,"Q2 Balance",1854
13655,4,"Q2 Balance",435
13656,3,"Q2 Balance",1072
13657,4,"Q2 Balance",1227
13658,2,"Q2 Balance",1095
13659,3,"Q2 Balance",317
13660,4,"Q2 Balance",896
13661,4,"Q2 Balance",60
13662,4,"Q2 Balance",1103
13663,3,"Q2 Balance",944
13664,4,"Q2 Balance",1137
13665,4,"Q2 Balance",579
13666,4,"Q2 Balance",1473
13667,5,"Q2 Balance",567
13668,5,"Q2 Balance",1349
13669,2,"Q2 Balance",880
13670,4,"Q2 Balance",1064
13671,2,"Q2 Balance",76
13672,2,"Q2 Balance",627
13673,3,"Q2 Balance",1131
13674,3,"Q2 Balance",175
13675,5,"Q2 Balance",1397
13676,4,"Q2 Balance",622
13677,4,"Q2 Balance",898
13678,3,"Q2 Balance",985
13679,1,"Q2 Balance",1644
13680,3,"Q2 Balance",979
13681,3,"Q2 Balance",724
13682,5,"Q2 Balance",602
13683,3,"Q2 Balance",1261
13684,3,"Q2 Balance",1664
13685,2,"Q2 Balance",1562
13686,3,"Q2 Balance",1565
13687,4,"Q2 Balance",478
13688,4,"Q2 Balance",207
13689,2,"Q2 Balance",245
13690,5,"Q2 Balance",690
13691,5,"Q2 Balance",1659
13692,5,"Q2 Balance",1412
13693,3,"Q2 Balance",284
13694,4,"Q2 Balance",1308
13695,2,"Q2 Balance",820
13696,1,"Q2 Balance",1240
13697,3,"Q2 Balance",1757
13698,2,"Q2 Balance",1417
13699,3,"Q2 Balance",737
13700,4,"Q2 Balance",1271
13701,1,"Q2 Balance",1097
13702,3,"Q2 Balance",708
13703,4,"Q2 Balance",1103
13704,3,"Q2 Balance",1304
13705,2,"Q2 Balance",1353
13706,4,"Q2 Balance",660
13707,4,"Q2 Balance",1481
13708,4,"Q2 Balance",1860
13709,1,"Q2 Balance",1139
13710,3,"Q2 Balance",531
13711,4,"Q2 Balance",1206
13712,4,"Q2 Balance",145
13713,1,"Q2 Balance",242
13714,3,"Q2 Balance",1768
13715,4,"Q2 Balance",1185
13716,3,"Q2 Balance",898
13717,4,"Q2 Balance",919
13718,4,"Q2 Balance",1443
13719,3,"Q2 Balance",357
13720,3,"Q2 Balance",1687
13721,2,"Q2 Balance",783
13722,2,"Q2 Balance",1076
13723,4,"Q2 Balance",1118
13724,1,"Q2 Balance",1701
13725,1,"Q2 Balance",401
13726,4,"Q2 Balance",1061
13727,5,"Q2 Balance",1306
13728,5,"Q2 Balance",1020
13729,4,"Q2 Balance",532
13730,3,"Q2 Balance",1581
13731,2,"Q2 Balance",66
13732,3,"Q2 Balance",1269
13733,4,"Q2 Balance",446
13734,2,"Q2 Balance",710
13735,5,"Q2 Balance",1303
13736,4,"Q2 Balance",1470
13737,4,"Q2 Balance",900
13738,4,"Q2 Balance",1690
13739,2,"Q2 Balance",4
13740,4,"Q2 Balance",1160
13741,3,"Q2 Balance",570
13742,5,"Q2 Balance",578
13743,5,"Q2 Balance",1348
13744,4,"Q2 Balance",492
13745,4,"Q2 Balance",1265
13746,3,"Q2 Balance",1146
13747,4,"Q2 Balance",1212
13748,5,"Q2 Balance",571
13749,1,"Q2 Balance",1317
13750,4,"Q2 Balance",1018
13751,4,"Q2 Balance",1474
13752,3,"Q2 Balance",333
13753,6,"Q2 Balance",1471
13754,3,"Q2 Balance",473
13755,5,"Q2 Balance",1023
13756,4,"Q2 Balance",788
13757,6,"Q2 Balance",1495
13758,3,"Q2 Balance",461
13759,4,"Q2 Balance",1441
13760,3,"Q2 Balance",1456
13761,4,"Q2 Balance",1670
13762,2,"Q2 Balance",489
13763,4,"Q2 Balance",933
13764,4,"Q2 Balance",1263
13765,3,"Q2 Balance",1375
13766,4,"Q2 Balance",330
13767,3,"Q2 Balance",552
13768,2,"Q2 Balance",938
13769,3,"Q2 Balance",1202
13770,2,"Q2 Balance",1228
13771,3,"Q2 Balance",61
13772,3,"Q2 Balance",542
13773,3,"Q2 Balance",1233
13774,2,"Q2 Balance",1615
13775,4,"Q2 Balance",622
13776,4,"Q2 Balance",1496
13777,3,"Q2 Balance",639
13778,5,"Q2 Balance",1734
13779,3,"Q2 Balance",400
13780,4,"Q2 Balance",1274
13781,3,"Q2 Balance",1386
13782,4,"Q2 Balance",1343
13783,5,"Q2 Balance",864
13784,3,"Q2 Balance",1800
13785,5,"Q2 Balance",956
13786,2,"Q2 Balance",459
13787,3,"Q2 Balance",1057
13788,3,"Q2 Balance",452
13789,3,"Q2 Balance",479
13790,3,"Q2 Balance",954
13791,5,"Q2 Balance",544
13792,1,"Q2 Balance",1686
13793,3,"Q2 Balance",1490
13794,2,"Q2 Balance",1336
13795,3,"Q2 Balance",532
13796,2,"Q2 Balance",491
13797,4,"Q2 Balance",1389
13798,5,"Q2 Balance",1080
13799,4,"Q2 Balance",1769
13800,5,"Q2 Balance",880
13801,2,"Q2 Balance",1338
13802,5,"Q2 Balance",313
13803,4,"Q2 Balance",1011
13804,4,"Q2 Balance",1360
13805,5,"Q2 Balance",141
13806,4,"Q2 Balance",412
13807,4,"Q2 Balance",1523
13808,4,"Q2 Balance",251
13809,4,"Q2 Balance",1144
13810,2,"Q2 Balance",345
13811,4,"Q2 Balance",843
13812,3,"Q2 Balance",1390
13813,4,"Q2 Balance",1648
13814,4,"Q2 Balance",1002
13815,5,"Q2 Balance",568
13816,1,"Q2 Balance",935
13817,2,"Q2 Balance",933
13818,4,"Q2 Balance",220
13819,4,"Q2 Balance",1348
13820,2,"Q2 Balance",1013
13821,1,"Q2 Balance",685
13822,3,"Q2 Balance",597
13823,3,"Q2 Balance",1064
13824,3,"Q2 Balance",1431
13825,3,"Q2 Balance",1037
13826,4,"Q2 Balance",1733
13827,3,"Q2 Balance",347
13828,4,"Q2 Balance",802
13829,4,"Q2 Balance",1558
13830,3,"Q2 Balance",1186
13831,3,"Q2 Balance",1760
13832,2,"Q2 Balance",1047
13833,5,"Q2 Balance",1329
13834,3,"Q2 Balance",1313
13835,5,"Q2 Balance",905
13836,3,"Q2 Balance",1175
13837,3,"Q2 Balance",967
13838,3,"Q2 Balance",1563
13839,2,"Q2 Balance",1539
13840,6,"Q2 Balance",1645
13841,3,"Q2 Balance",56
13842,2,"Q2 Balance",1351
13843,4,"Q2 Balance",1086
13844,4,"Q2 Balance",1179
13845,4,"Q2 Balance",1693
13846,4,"Q2 Balance",1091
13847,2,"Q2 Balance",1589
13848,3,"Q2 Balance",349
13849,3,"Q2 Balance",861
13850,5,"Q2 Balance",1732
13851,3,"Q2 Balance",616
13852,3,"Q2 Balance",983
13853,1,"Q2 Balance",586
13854,4,"Q2 Balance",670
13855,2,"Q2 Balance",104
13856,1,"Q2 Balance",1361
13857,4,"Q2 Balance",1073
13858,4,"Q2 Balance",833
13859,4,"Q2 Balance",926
13860,2,"Q2 Balance",1466
13861,5,"Q2 Balance",767
13862,4,"Q2 Balance",1499
13863,4,"Q2 Balance",1624
13864,3,"Q2 Balance",1010
13865,4,"Q2 Balance",1279
13866,4,"Q2 Balance",1042
13867,2,"Q2 Balance",617
13868,4,"Q2 Balance",201
13869,3,"Q2 Balance",735
13870,4,"Q2 Balance",801
13871,3,"Q2 Balance",1453
13872,2,"Q2 Balance",1418
13873,4,"Q2 Balance",1175
13874,3,"Q2 Balance",972
13875,6,"Q2 Balance",1240
13876,3,"Q2 Balance",584
13877,4,"Q2 Balance",1268
13878,5,"Q2 Balance",1698
13879,5,"Q2 Balance",1024
13880,3,"Q2 Balance",1193
13881,4,"Q2 Balance",1523
13882,4,"Q2 Balance",1302
13883,3,"Q2 Balance",1279
13884,4,"Q2 Balance",263
13885,2,"Q2 Balance",850
13886,3,"Q2 Balance",484
13887,3,"Q2 Balance",1676
13888,2,"Q2 Balance",456
13889,2,"Q2 Balance",1487
13890,4,"Q2 Balance",1472
13891,5,"Q2 Balance",927
13892,4,"Q2 Balance",953
13893,2,"Q2 Balance",1202
13894,5,"Q2 Balance",916
13895,3,"Q2 Balance",133
13896,6,"Q2 Balance",1148
13897,4,"Q2 Balance",1685
13898,4,"Q2 Balance",555
13899,2,"Q2 Balance",1039
13900,3,"Q2 Balance",1195
13901,3,"Q2 Balance",319
13902,4,"Q2 Balance",1043
13903,4,"Q2 Balance",1196
13904,2,"Q2 Balance",1300
13905,4,"Q2 Balance",1995
13906,3,"Q2 Balance",1075
13907,3,"Q2 Balance",1327
13908,4,"Q2 Balance",1347
13909,3,"Q2 Balance",1557
13910,4,"Q2 Balance",399
13911,4,"Q2 Balance",1169
13912,3,"Q2 Balance",1535
13913,4,"Q2 Balance",770
13914,4,"Q2 Balance",1195
13915,2,"Q2 Balance",1788
13916,5,"Q2 Balance",1427
13917,4,"Q2 Balance",1289
13918,4,"Q2 Balance",1813
13919,4,"Q2 Balance",1326
13920,5,"Q2 Balance",238
13921,4,"Q2 Balance",1017
13922,4,"Q2 Balance",688
13923,6,"Q2 Balance",467
13924,3,"Q2 Balance",1334
13925,3,"Q2 Balance",1205
13926,1,"Q2 Balance",1619
13927,5,"Q2 Balance",128
13928,3,"Q2 Balance",883
13929,3,"Q2 Balance",319
13930,6,"Q2 Balance",1410
13931,2,"Q2 Balance",1170
13932,3,"Q2 Balance",1159
13933,2,"Q2 Balance",1550
13934,6,"Q2 Balance",1807
13935,3,"Q2 Balance",1615
13936,1,"Q2 Balance",554
13937,4,"Q2 Balance",748
13938,3,"Q2 Balance",844
13939,4,"Q2 Balance",855
13940,3,"Q2 Balance",1522
13941,6,"Q2 Balance",565
13942,5,"Q2 Balance",1324
13943,3,"Q2 Balance",706
13944,4,"Q2 Balance",509
13945,5,"Q2 Balance",1173
13946,1,"Q2 Balance",918
13947,5,"Q2 Balance",1048
13948,4,"Q2 Balance",1438
13949,4,"Q2 Balance",1013
13950,6,"Q2 Balance",604
13951,5,"Q2 Balance",1483
13952,5,"Q2 Balance",847
13953,3,"Q2 Balance",870
13954,3,"Q2 Balance",715
13955,5,"Q2 Balance",32
13956,6,"Q2 Balance",1052
13957,4,"Q2 Balance",1247
13958,3,"Q2 Balance",549
13959,3,"Q2 Balance",1586
13960,2,"Q2 Balance",82
13961,4,"Q2 Balance",438
13962,2,"Q2 Balance",1626
13963,6,"Q2 Balance",750
13964,3,"Q2 Balance",914
13965,3,"Q2 Balance",1515
13966,3,"Q2 Balance",951
13967,3,"Q2 Balance",1308
13968,1,"Q2 Balance",624
13969,2,"Q2 Balance",1385
13970,3,"Q2 Balance",1734
13971,2,"Q2 Balance",851
13972,3,"Q2 Balance",1349
13973,3,"Q2 Balance",912
13974,4,"Q2 Balance",1454
13975,4,"Q2 Balance",114
13976,4,"Q2 Balance",233
13977,2,"Q2 Balance",1253
13978,5,"Q2 Balance",1779
13979,4,"Q2 Balance",1749
13980,3,"Q2 Balance",1471
13981,3,"Q2 Balance",855
13982,4,"Q2 Balance",1800
13983,4,"Q2 Balance",178
13984,5,"Q2 Balance",262
13985,3,"Q2 Balance",1233
13986,2,"Q2 Balance",1523
13987,2,"Q2 Balance",667
13988,1,"Q2 Balance",1553
13989,3,"Q2 Balance",766
13990,3,"Q2 Balance",878
13991,1,"Q2 Balance",1280
13992,1,"Q2 Balance",1608
13993,3,"Q2 Balance",745
13994,4,"Q2 Balance",1408
13995,2,"Q2 Balance",269
13996,4,"Q2 Balance",1267
13997,2,"Q2 Balance",418
13998,4,"Q2 Balance",127
13999,4,"Q2 Balance",1312
14000,3,"Q2 Balance",950
14001,5,"Q2 Balance",1103
14002,4,"Q2 Balance",497
14003,4,"Q2 Balance",1437
14004,1,"Q2 Balance",2134
14005,4,"Q2 Balance",1610
14006,2,"Q2 Balance",604
14007,3,"Q2 Balance",817
14008,5,"Q2 Balance",1416
14009,3,"Q2 Balance",819
14010,4,"Q2 Balance",1290
14011,4,"Q2 Balance",1478
14012,3,"Q2 Balance",1252
14013,4,"Q2 Balance",567
14014,4,"Q2 Balance",684
14015,4,"Q2 Balance",1072
14016,2,"Q2 Balance",1499
14017,4,"Q2 Balance",1371
14018,4,"Q2 Balance",22
14019,3,"Q2 Balance",916
14020,3,"Q2 Balance",594
14021,4,"Q2 Balance",1802
14022,2,"Q2 Balance",1240
14023,2,"Q2 Balance",902
14024,3,"Q2 Balance",456
14025,5,"Q2 Balance",1228
14026,4,"Q2 Balance",228
14027,4,"Q2 Balance",1259
14028,1,"Q2 Balance",561
14029,4,"Q2 Balance",1413
14030,3,"Q2 Balance",365
14031,2,"Q2 Balance",272
14032,4,"Q2 Balance",1843
14033,4,"Q2 Balance",584
14034,4,"Q2 Balance",1015
14035,3,"Q2 Balance",906
14036,4,"Q2 Balance",1591
14037,4,"Q2 Balance",373
14038,3,"Q2 Balance",1277
14039,5,"Q2 Balance",795
14040,4,"Q2 Balance",447
14041,4,"Q2 Balance",417
14042,3,"Q2 Balance",1569
14043,5,"Q2 Balance",1371
14044,4,"Q2 Balance",1260
14045,4,"Q2 Balance",900
14046,3,"Q2 Balance",1700
14047,3,"Q2 Balance",1214
14048,2,"Q2 Balance",1068
14049,4,"Q2 Balance",39
14050,5,"Q2 Balance",1589
14051,3,"Q2 Balance",718
14052,3,"Q2 Balance",780
14053,2,"Q2 Balance",1428
14054,6,"Q2 Balance",495
14055,3,"Q2 Balance",301
14056,3,"Q2 Balance",204
14057,4,"Q2 Balance",1240
14058,2,"Q2 Balance",1708
14059,4,"Q2 Balance",695
14060,4,"Q2 Balance",1679
14061,2,"Q2 Balance",604
14062,5,"Q2 Balance",1228
14063,3,"Q2 Balance",1361
14064,4,"Q2 Balance",1357
14065,3,"Q2 Balance",1548
14066,4,"Q2 Balance",1002
14067,4,"Q2 Balance",811
14068,5,"Q2 Balance",856
14069,3,"Q2 Balance",1564
14070,3,"Q2 Balance",722
14071,3,"Q2 Balance",977
14072,3,"Q2 Balance",1012
14073,3,"Q2 Balance",473
14074,4,"Q2 Balance",1212
14075,5,"Q2 Balance",1320
14076,2,"Q2 Balance",1402
14077,5,"Q2 Balance",611
14078,4,"Q2 Balance",1486
14079,3,"Q2 Balance",550
14080,4,"Q2 Balance",1149
14081,4,"Q2 Balance",1357
14082,4,"Q2 Balance",851
14083,3,"Q2 Balance",1662
14084,4,"Q2 Balance",753
14085,5,"Q2 Balance",858
14086,4,"Q2 Balance",649
14087,3,"Q2 Balance",1040
14088,4,"Q2 Balance",1575
14089,5,"Q2 Balance",354
14090,3,"Q2 Balance",536
14091,4,"Q2 Balance",1050
14092,4,"Q2 Balance",714
14093,4,"Q2 Balance",1203
14094,3,"Q2 Balance",971
14095,2,"Q2 Balance",1482
14096,5,"Q2 Balance",10
14097,3,"Q2 Balance",995
14098,3,"Q2 Balance",1472
14099,5,"Q2 Balance",1104
14100,4,"Q2 Balance",1067
14101,4,"Q2 Balance",768
14102,3,"Q2 Balance",1139
14103,3,"Q2 Balance",1089
14104,4,"Q2 Balance",1649
14105,4,"Q2 Balance",1216
14106,3,"Q2 Balance",611
14107,5,"Q2 Balance",1331
14108,4,"Q2 Balance",1070
14109,3,"Q2 Balance",869
14110,2,"Q2 Balance",420
14111,2,"Q2 Balance",1212
14112,1,"Q2 Balance",1275
14113,4,"Q2 Balance",1053
14114,2,"Q2 Balance",1450
14115,3,"Q2 Balance",1435
14116,4,"Q2 Balance",825
14117,3,"Q2 Balance",871
14118,4,"Q2 Balance",1248
14119,4,"Q2 Balance",1305
14120,3,"Q2 Balance",862
14121,3,"Q2 Balance",1316
14122,3,"Q2 Balance",1473
14123,4,"Q2 Balance",1134
14124,4,"Q2 Balance",374
14125,6,"Q2 Balance",1558
14126,4,"Q2 Balance",1128
14127,3,"Q2 Balance",494
14128,3,"Q2 Balance",744
14129,5,"Q2 Balance",1689
14130,4,"Q2 Balance",1232
14131,3,"Q2 Balance",601
14132,2,"Q2 Balance",733
14133,5,"Q2 Balance",1008
14134,2,"Q2 Balance",1218
14135,3,"Q2 Balance",1461
14136,4,"Q2 Balance",1785
14137,3,"Q2 Balance",1019
14138,5,"Q2 Balance",503
14139,2,"Q2 Balance",745
14140,5,"Q2 Balance",1330
14141,5,"Q2 Balance",732
14142,3,"Q2 Balance",479
14143,2,"Q2 Balance",593
14144,5,"Q2 Balance",1025
14145,5,"Q2 Balance",1295
14146,3,"Q2 Balance",1338
14147,3,"Q2 Balance",205
14148,5,"Q2 Balance",1395
14149,4,"Q2 Balance",496
14150,4,"Q2 Balance",525
14151,3,"Q2 Balance",1168
14152,5,"Q2 Balance",1583
14153,1,"Q2 Balance",896
14154,2,"Q2 Balance",1074
14155,4,"Q2 Balance",361
14156,3,"Q2 Balance",1185
14157,5,"Q2 Balance",47
14158,5,"Q2 Balance",840
14159,4,"Q2 Balance",442
14160,5,"Q2 Balance",898
14161,3,"Q2 Balance",844
14162,4,"Q2 Balance",955
14163,4,"Q2 Balance",1560
14164,4,"Q2 Balance",1800
14165,4,"Q2 Balance",476
14166,4,"Q2 Balance",676
14167,4,"Q2 Balance",1344
14168,1,"Q2 Balance",1730
14169,5,"Q2 Balance",1448
14170,2,"Q2 Balance",1739
14171,3,"Q2 Balance",418
14172,2,"Q2 Balance",1587
14173,4,"Q2 Balance",531
14174,3,"Q2 Balance",310
14175,4,"Q2 Balance",641
14176,5,"Q2 Balance",865
14177,4,"Q2 Balance",836
14178,3,"Q2 Balance",616
14179,3,"Q2 Balance",822
14180,3,"Q2 Balance",1463
14181,3,"Q2 Balance",843
14182,4,"Q2 Balance",498
14183,3,"Q2 Balance",276
14184,4,"Q2 Balance",186
14185,3,"Q2 Balance",599
14186,4,"Q2 Balance",351
14187,4,"Q2 Balance",1022
14188,2,"Q2 Balance",441
14189,3,"Q2 Balance",790
14190,5,"Q2 Balance",946
14191,4,"Q2 Balance",1002
14192,5,"Q2 Balance",1105
14193,3,"Q2 Balance",1142
14194,2,"Q2 Balance",1131
14195,5,"Q2 Balance",1012
14196,5,"Q2 Balance",1493
14197,4,"Q2 Balance",452
14198,3,"Q2 Balance",989
14199,3,"Q2 Balance",716
14200,3,"Q2 Balance",866
14201,3,"Q2 Balance",1246
14202,3,"Q2 Balance",1220
14203,6,"Q2 Balance",1328
14204,3,"Q2 Balance",1942
14205,3,"Q2 Balance",1464
14206,2,"Q2 Balance",1311
14207,6,"Q2 Balance",572
14208,4,"Q2 Balance",1729
14209,2,"Q2 Balance",834
14210,3,"Q2 Balance",1083
14211,3,"Q2 Balance",1010
14212,4,"Q2 Balance",491
14213,4,"Q2 Balance",1048
14214,2,"Q2 Balance",1699
14215,5,"Q2 Balance",1267
14216,3,"Q2 Balance",831
14217,4,"Q2 Balance",331
14218,5,"Q2 Balance",1610
14219,2,"Q2 Balance",1637
14220,4,"Q2 Balance",1185
14221,5,"Q2 Balance",1032
14222,2,"Q2 Balance",640
14223,4,"Q2 Balance",1208
14224,3,"Q2 Balance",103
14225,4,"Q2 Balance",486
14226,3,"Q2 Balance",507
14227,4,"Q2 Balance",542
14228,4,"Q2 Balance",358
14229,3,"Q2 Balance",1161
14230,3,"Q2 Balance",1775
14231,3,"Q2 Balance",1107
14232,4,"Q2 Balance",567
14233,3,"Q2 Balance",820
14234,5,"Q2 Balance",997
14235,4,"Q2 Balance",1330
14236,4,"Q2 Balance",119
14237,2,"Q2 Balance",1213
14238,4,"Q2 Balance",130
14239,4,"Q2 Balance",966
14240,2,"Q2 Balance",1678
14241,4,"Q2 Balance",168
14242,5,"Q2 Balance",982
14243,4,"Q2 Balance",820
14244,5,"Q2 Balance",1290
14245,4,"Q2 Balance",1415
14246,6,"Q2 Balance",1128
14247,5,"Q2 Balance",366
14248,5,"Q2 Balance",1263
14249,3,"Q2 Balance",1116
14250,4,"Q2 Balance",707
14251,3,"Q2 Balance",1855
14252,4,"Q2 Balance",49
14253,3,"Q2 Balance",1196
14254,4,"Q2 Balance",917
14255,4,"Q2 Balance",921
14256,3,"Q2 Balance",1495
14257,2,"Q2 Balance",668
14258,4,"Q2 Balance",923
14259,6,"Q2 Balance",885
14260,3,"Q2 Balance",1200
14261,3,"Q2 Balance",1344
14262,4,"Q2 Balance",666
14263,3,"Q2 Balance",976
14264,3,"Q2 Balance",631
14265,4,"Q2 Balance",1321
14266,3,"Q2 Balance",334
14267,2,"Q2 Balance",1612
14268,4,"Q2 Balance",462
14269,5,"Q2 Balance",1679
14270,2,"Q2 Balance",1192
14271,6,"Q2 Balance",596
14272,3,"Q2 Balance",1405
14273,4,"Q2 Balance",1258
14274,5,"Q2 Balance",1009
14275,4,"Q2 Balance",663
14276,2,"Q2 Balance",959
14277,4,"Q2 Balance",1342
14278,5,"Q2 Balance",428
14279,3,"Q2 Balance",1570
14280,3,"Q2 Balance",1699
14281,4,"Q2 Balance",573
14282,2,"Q2 Balance",606
14283,5,"Q2 Balance",1273
14284,2,"Q2 Balance",30
14285,4,"Q2 Balance",903
14286,3,"Q2 Balance",1385
14287,4,"Q2 Balance",648
14288,3,"Q2 Balance",819
14289,5,"Q2 Balance",1703
14290,2,"Q2 Balance",1278
14291,3,"Q2 Balance",421
14292,3,"Q2 Balance",498
14293,3,"Q2 Balance",808
14294,1,"Q2 Balance",340
14295,4,"Q2 Balance",885
14296,4,"Q2 Balance",552
14297,4,"Q2 Balance",550
14298,2,"Q2 Balance",1784
14299,4,"Q2 Balance",142
14300,3,"Q2 Balance",917
14301,3,"Q2 Balance",401
14302,4,"Q2 Balance",73
14303,3,"Q2 Balance",1173
14304,4,"Q2 Balance",969
14305,4,"Q2 Balance",1168
14306,3,"Q2 Balance",857
14307,4,"Q2 Balance",1526
14308,2,"Q2 Balance",930
14309,4,"Q2 Balance",590
14310,3,"Q2 Balance",1190
14311,4,"Q2 Balance",1748
14312,4,"Q2 Balance",1353
14313,4,"Q2 Balance",1384
14314,3,"Q2 Balance",654
14315,5,"Q2 Balance",983
14316,3,"Q2 Balance",1602
14317,4,"Q2 Balance",273
14318,4,"Q2 Balance",984
14319,3,"Q2 Balance",487
14320,3,"Q2 Balance",1339
14321,4,"Q2 Balance",960
14322,4,"Q2 Balance",1186
14323,4,"Q2 Balance",1106
14324,3,"Q2 Balance",1355
14325,1,"Q2 Balance",1602
14326,3,"Q2 Balance",53
14327,5,"Q2 Balance",568
14328,2,"Q2 Balance",1487
14329,2,"Q2 Balance",1196
14330,3,"Q2 Balance",1423
14331,4,"Q2 Balance",462
14332,5,"Q2 Balance",1161
14333,4,"Q2 Balance",1352
14334,2,"Q2 Balance",642
14335,4,"Q2 Balance",1446
